Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Dogecoin (DOGE),crypto_dogecoin,transactions,input_count,INT64,The number of inputs in the transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,output_count,INT64,The number of outputs in the transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,input_value,NUMERIC,Total value of inputs in the transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,output_value,NUMERIC,Total value of outputs in the transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,is_coinbase,BOOL,true if this transaction is a coinbase transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,fee,NUMERIC,The fee paid by this transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.index,INT64,0-indexed number of an input within a transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.spent_transaction_hash,STRING,The hash of the transaction which contains the output that this input spends,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.spent_output_index,INT64,The index of the output this input spends,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.script_asm,STRING,Symbolic representation of the bitcoin's script language op-codes,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.script_hex,STRING,Hexadecimal representation of the bitcoin's script language op-codes,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.sequence,INT64,A number intended to allow unconfirmed time-locked transactions to be updated before being finalized; not currently used except to disable locktime in a transaction,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.required_signatures,INT64,The number of signatures required to authorize the spent output,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.type,STRING,The address type of the spent output,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.addresses,ARRAY<STRING>,Addresses which own the spent output,
Dogecoin (DOGE),crypto_dogecoin,transactions,inputs.value,NUMERIC,The value in base currency attached to the spent output,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.index,INT64,0-indexed number of an output within a transaction used by a later transaction to refer to that specific output,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.script_asm,STRING,Symbolic representation of the bitcoin's script language op-codes,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.script_hex,STRING,Hexadecimal representation of the bitcoin's script language op-codes,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.required_signatures,INT64,The number of signatures required to authorize spending of this output,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.type,STRING,The address type of the output,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.addresses,ARRAY<STRING>,Addresses which own this output,
Dogecoin (DOGE),crypto_dogecoin,transactions,outputs.value,NUMERIC,The value in base currency attached to this output,
Dogecoin (DOGE),crypto_dogecoin,inputs,transaction_hash,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,block_hash,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,block_number,INT64,,
Dogecoin (DOGE),crypto_dogecoin,inputs,block_timestamp,TIMESTAMP,,
Dogecoin (DOGE),crypto_dogecoin,inputs,index,INT64,,
Dogecoin (DOGE),crypto_dogecoin,inputs,spent_transaction_hash,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,spent_output_index,INT64,,
Dogecoin (DOGE),crypto_dogecoin,inputs,script_asm,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,script_hex,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,sequence,INT64,,
Dogecoin (DOGE),crypto_dogecoin,inputs,required_signatures,INT64,,
Dogecoin (DOGE),crypto_dogecoin,inputs,type,STRING,,
Dogecoin (DOGE),crypto_dogecoin,inputs,addresses,ARRAY<STRING>,,
Dogecoin (DOGE),crypto_dogecoin,inputs,value,NUMERIC,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,timestamp,TIMESTAMP,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,payloadString,STRING,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,payloadBytes,BYTES,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,attributes.key,STRING,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,attributes.value,STRING,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,errorMessage,STRING,,
Theta (THETA),crypto_theta,blocks_and_transactions_error_records,stacktrace,STRING,,
Theta (THETA),crypto_theta,blocks_and_transactions,type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,chain_id,STRING,chain id,
Theta (THETA),crypto_theta,blocks_and_transactions,epoch,STRING,block epoch,
Theta (THETA),crypto_theta,blocks_and_transactions,height,STRING,block height,
Theta (THETA),crypto_theta,blocks_and_transactions,parent,STRING,block parent hash,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions_hash,STRING,block transactions hash,
Theta (THETA),crypto_theta,blocks_and_transactions,state_hash,STRING,block transactions hash,
Theta (THETA),crypto_theta,blocks_and_transactions,timestamp,TIMESTAMP,block timestamp,
Theta (THETA),crypto_theta,blocks_and_transactions,proposer,STRING,block proposer,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.BlockHash,STRING,hcc blockhash,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.Block,STRING,Hash of the tip as seen by the voter,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.Height,NUMERIC,Height of the tip,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.Epoch,NUMERIC,Voter's current epoch,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.ID,STRING,Voter's address,
Theta (THETA),crypto_theta,blocks_and_transactions,hcc.Votes.Signature,STRING,Voter's signature,
Theta (THETA),crypto_theta,blocks_and_transactions,guardian_votes.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,guardian_votes.Block,STRING,guardian vote block hash,
Theta (THETA),crypto_theta,blocks_and_transactions,guardian_votes.Gcp,STRING,guardian vote Gcp,
Theta (THETA),crypto_theta,blocks_and_transactions,guardian_votes.Signature.s,STRING,message signature,
Theta (THETA),crypto_theta,blocks_and_transactions,guardian_votes.Multiplies,ARRAY<NUMERIC>,guardian vote Multiplies,
Theta (THETA),crypto_theta,blocks_and_transactions,children,ARRAY<STRING>,block children block hashes,
Theta (THETA),crypto_theta,blocks_and_transactions,status,NUMERIC,block status,
Theta (THETA),crypto_theta,blocks_and_transactions,hash,STRING,block hash,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.tx_type,NUMERIC,transaction type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.hash,STRING,transaction hash,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.block_height,STRING,transaction block height,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.address,STRING,transaction proposer address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.sequence,STRING,transaction proposer sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.signature,STRING,transaction proposer signature,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.coins.thetawei,STRING,transaction proposer coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.proposer.coins.tfuelwei,STRING,transaction proposer coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.fee.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.fee.thetawei,STRING,transaction fee thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.fee.tfuelwei,STRING,transaction fee tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.address,STRING,transaction input address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.sequence,STRING,transaction input sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.signature,STRING,transaction input signature,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.coins.thetawei,STRING,transaction input coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.inputs.coins.tfuelwei,STRING,transaction input coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.outputs.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.outputs.address,STRING,transaction output address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.outputs.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.outputs.coins.thetawei,STRING,transaction output coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.outputs.coins.tfuelwei,STRING,transaction output coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.slashed_address,STRING,transaction slashed address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.payment_sequence,STRING,transaction payment sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.reserve_sequence,STRING,transaction reserve sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.slash_proof,STRING,transaction slash proof,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.resource_id,STRING,transaction resource id,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.resource_ids,ARRAY<STRING>,transaction resource ids,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.duration,STRING,transaction duration,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.address,STRING,transaction source address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.sequence,STRING,transaction source sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.signature,STRING,transaction source signature,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.coins.thetawei,STRING,transaction source coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.source.coins.tfuelwei,STRING,transaction source coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.address,STRING,transaction target address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.sequence,STRING,transaction target sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.signature,STRING,transaction target signature,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.coins.thetawei,STRING,transaction target coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.target.coins.tfuelwei,STRING,transaction target coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.collateral.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.collateral.thetawei,STRING,transaction collateral thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.collateral.tfuelwei,STRING,transaction collateral tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.splits.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.splits.Address,STRING,transaction split address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.splits.Percentage,NUMERIC,transaction split percentage,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.address,STRING,transaction initiator address,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.sequence,STRING,transaction initiator sequence,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.signature,STRING,transaction initiator signature,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.coins.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.coins.thetawei,STRING,transaction initiator coins thetawei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.initiator.coins.tfuelwei,STRING,transaction initiator coins tfuelwei,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.gas_limit,STRING,transaction gas_limit,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.gas_price,STRING,transaction gas_price,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.data,BYTES,transaction data,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.from.type,STRING,object type,
Theta (THETA),crypto_theta,blocks_and_transactions,transactions.raw.from.address,STRING,transaction from address,
